what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1667754273747
started,bundle,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.cvs.ui",1667754273749
started,bundle,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui",1667754273750
started,bundle,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui",1667754273750
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1667754273751
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1667754273751
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1667754273751
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1667754273753
started,bundle,org.eclipse.ui.navigator,3.5.101.v20120106-1355,"org.eclipse.ui.navigator",1667754273753
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.resources",1667754273754
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1667754273754
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1667754273755
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1667754273755
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1667754273758
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1667754273759
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1667754273768
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1667754273768
started,bundle,com.altera.sbtgui.integration,12.1.0.177,"com.altera.sbtgui.integration",1667754273769
started,bundle,com.altera.sbtgui.project,12.1.0.177,"com.altera.sbtgui.project",1667754273770
started,bundle,com.altera.systemconsole,12.1.0.177,"com.altera.systemconsole",1667754273770
started,bundle,com.altera.systemconsole.designs.plugin,12.1.0.177,"com.altera.systemconsole.designs.plugin",1667754273770
started,bundle,com.altera.utilities,12.1.0.177,"com.altera.utilities",1667754273770
os,sysinfo,,,"win32",1667754273772
arch,sysinfo,,,"x86",1667754273772
ws,sysinfo,,,"win32",1667754273772
locale,sysinfo,,,"en_US",1667754273772
processors,sysinfo,,,"12",1667754273772
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1667754273772
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1667754273772
java.specification.name,sysinfo,,,"Java Platform API Specification",1667754273772
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1667754273772
java.specification.version,sysinfo,,,"1.6",1667754273772
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1667754273772
java.version,sysinfo,,,"1.6.0_23",1667754273772
java.vm.info,sysinfo,,,"mixed mode",1667754273772
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1667754273772
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1667754273772
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1667754273772
java.vm.specification.version,sysinfo,,,"1.0",1667754273772
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1667754273772
java.vm.version,sysinfo,,,"19.0-b09",1667754273772
started,bundle,com.altera.systemconsole.scripting,12.1.0.177,"com.altera.systemconsole.scripting",1667754274449
started,bundle,com.altera.sbtgui.launch,12.1.0.177,"com.altera.sbtgui.launch",1667754274760
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1667754281923
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1667759953167
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1667759954157
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1667759955879
started,bundle,org.eclipse.cdt.mylyn.ui,3.6.0.v20110608-1400,"org.eclipse.cdt.mylyn.ui",1667759955979
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1667759956029
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1667759956379
started,bundle,com.altera.sbtgui.core,12.1.0.177,"com.altera.sbtgui.core",1667759956679
